,Job Title,Company Name,Location,Salary Estimate,Rating,Description
105,Senior Data Scientist,Singularity 6,"Los Angeles, CA",$167K - $197K (Employer est.),2.9,"You'll partner with product, design, and engineering to solve problems, identify trends and opportunities, and help shape the strategic direction of the game…&hellip;
Skills: Statistics, MATLAB, Azure, Data mining, R"
106,Data Scientist,Advan Research Corporation,"New York, NY",$150K - $200K (Employer est.),3.0,"They would be instrumental on the design of new offerings and combining the various existing datasets in one concrete product.&hellip;
Skills: Calculus, R, SQL, Python"
107,Data Scientist,BayOne,"Mountain View, CA",$115K - $164K (Glassdoor est.),4.0,"Bachelor’s or Master’s degree in Data Science, Computer Science, Statistics, or a related field. Work with structured and unstructured data to develop insights…&hellip;
Skills: CRM software, R, SQL, Customer segmentation, Analysis skills"
108,Senior Data Scientist,January,"New York, NY",$180K - $200K (Employer est.),2.9,"This might involve designing reinforcement learning models to automate decision-making, contributing to the development of LLM-based tools that provide…&hellip;
Skills: Statistics, R, SQL, Data science, Python"
109,Data Scientist,Morningstar,"Chicago, IL",$79K - $148K (Employer est.),4.0,"No minimal industrial experience is required, if you have a Ph.D. degree in engineering, computer science, statistics or related field. 75% 401k match up to 7%.&hellip;
Skills: TensorFlow, DevOps, Git, Research, SQL"
110,Data Scientist,TISTA Science and Technology Corporation,Remote,$110K - $130K (Employer est.),3.9,"Design, develop and fine-tune state-of-the-art Large Language Models that can assist with real-world scenarios within Federal IT.&hellip;
Skills: TensorFlow, CI/CD, Azure, Kubernetes, Google Cloud Platform"
111,Data Scientist,Tyba,"San Francisco, CA",$150K - $220K (Employer est.),-1,"Equity Options: Opportunity to own a stake in the company through an employee stock option plan. Operations: Auto-bidding platform, powered by a proprietary…&hellip;
Skills: Git, SQL, AWS, Machine learning, Forecasting"
112,"Senior Scientist, IT Data",Southwire Company LLC,"Carrollton, GA",$81K - $122K (Glassdoor est.),3.7,"Work closely with production, engineering, and IT teams to understand business needs, develop solutions, and integrate data science tools into manufacturing…&hellip;
Skills: Statistics, Computer science, Azure, Google Cloud Platform, Machine learning"
113,Data Scientist - Delivery,Caterpillar,"Chicago, IL",$96K - $155K (Employer est.),4.1,"In-depth technical and problem-solving skills and evidence of continuous learning in the analytics field. Ability to clearly communicate technical findings and…&hellip;
Skills: Statistics, Data modeling, Data mining, Management, Big data"
114,"Data Scientist, GenAI",AIG,"Atlanta, GA",-1,3.7,"Supporting the development, and implementation of data science and generative AI models that deliver real-world impact, through getting hands-on in data…&hellip;
Skills: TensorFlow, Product development, Machine learning, Product management, Deep learning"
115,"Data Scientist, Sr Associate",JPMorganChase,"Houston, TX",$91K - $128K (Glassdoor est.),4.0,"Identify strategic machine learning use cases for the team, and apply to tasks such as data analytics, summarization and question answering, time-series…&hellip;
Skills: TensorFlow, Data mining, Management, Data analysis skills, Machine learning"
116,Data Scientist -- Trucking Safety,Spotter,"Lemont, IL",$83K - $134K (Glassdoor est.),3.5,"Analyze driver behavior, vehicle data, and incident reports to uncover patterns that contribute to unsafe driving.&hellip;
Skills: Power BI, R, Tableau, SQL, Statistical analysis"
117,Data Scientist - Remote (Healthcare-focused),SYSTEM West Virginia University Health System,Remote,-1,4.2,"Minimum of 5 years of experience in the data science field including machine learning, natural language processing, and data engineering.&hellip;
Skills: TensorFlow, CI/CD, Data mining, R, Test automation"
118,Data Scientist,SilverEdge,"McLean, VA",-1,3.1,"The Data Scientist will create data science and data engineering products that include data models, data ingestion/transform, analytics which may include…&hellip;
Skills: Microservices, AWS, Machine learning, REST, Cleaning"
119,Data Scientist,Chubb,"Jersey City, NJ",$93K - $159K (Employer est.),3.6,"Perform extensive exploratory data analysis and develop advanced machine-learning models. The primary focus will be to employ traditional and innovative methods…&hellip;
Skills: Git, Microsoft Office, Docker, C, Machine learning"
120,"Data Scientist, Workforce Solutions - Talent Mobility",Amazon,"Seattle, WA",$98K - $185K (Employer est.),3.6,"This role will own and execute strategic cross-functional employee engagement experiments, analysis and research initiatives across Operations and Corporate…&hellip;
Skills: Statistics, MATLAB, Business intelligence, SAS, Big data"
121,Senior Data Scientist,Cambridge Mobile Telematics,"Cambridge, MA",$127K - $180K (Glassdoor est.),4.4,"Communicate and present the data science work within the data science team as well as to stakeholders across the org and to collaborate across different teams.&hellip;
Skills: TensorFlow, Statistics, Computer science, Big data, Spark"
122,Customer Data Scientist,Statsig,"Bellevue, WA",$130K - $145K (Employer est.),4.8,"Must be proficient in explaining underlying methodologies and statistical techniques to audiences with different technical backgrounds.&hellip;
Skills: SQL, Communication skills, Python"
123,Senior Data Scientist,Associated Bank,"Milwaukee, WI",$103K - $177K (Employer est.),3.6,"Experience in version control of data and models, automated testing of machine learning models, continuous integration and deployment (CI/CD) for machine models…&hellip;
Skills: CI/CD, Power BI, Azure, Big data, Spark"
124,Data Scientist,University of Utah Health,"Salt Lake City, UT",$88K - $92K (Employer est.),4.2,"Moreover, the successful candidate will demonstrate: (1) familiarity with a variety of the field’s concepts, practices, and procedures; (2) ability to initiate…&hellip;
Skills: Statistical analysis, Data management, Communication skills"
125,Data Scientist - Cost Transparency,CVS Health,"New York, NY",$87K - $173K (Employer est.),3.2,"This individual will develop core functionality of the cost estimator tool pulling from their expertise in data mining, machine learning and AI.&hellip;
Skills: Statistics, Computer science, Data modeling, Data mining, Data structures"
126,Data Scientist,Bombora,"New York, NY",$150K - $165K (Employer est.),4.2,"Graphical Theory + Inference: knowledge and experience with common graphical models, e.g. HMM, markov random field, and bayesian network. Ph.D in a STEM field.&hellip;
Skills: TensorFlow, Data structures, Git, Test-driven development, Google Cloud Platform"
127,Data Scientist - coming soon ✨,Owner,Remote,-1,4.9,"Thousands of restaurant owners use our tools to build their website, drive online orders, create their own branded app, manage their customer relationships, and…&hellip;
Skills: ProCore"
128,"Data Scientist, Medicare Analytics",Blue Cross Blue Shield of Massachusetts,"Boston, MA",$116K - $142K (Employer est.),3.3,"Data analytics experience a must; strong technical skills in programming with SAS, R, Python or other tools. Partners with technical teams to design and improve…&hellip;
Skills: Management, Medicare, SAS, R, Data analytics"
129,Senior Data Scientist,Auction.com,"Irvine, CA",$140K - $153K (Employer est.),3.6,"At least 5 (five) years of relevant experience in data analysis or a related field (Data Scientist, Machine Learning Engineer, Statistician, or related field)…&hellip;
Skills: TensorFlow, Power BI, Data modeling, C#, Spark"
130,Sr. Data Scientist I,Pax8,Remote,$135K (Employer est.),3.6,"They develop and/or provide technical leadership in the development of machine learning models involving the application of new methods with significant…&hellip;
Skills: Business intelligence, Spark, SQL, Machine learning, Data science"
131,Data Scientist III,Chewy,"Boston, MA",-1,3.5,"Effectively communicate complex technical concepts and insights to both technical and non-technical partners. Design, develop, and implement advanced predictive…&hellip;
Skills: Financial modeling, Data analysis skills, Git, SQL, AWS"
132,"Data Scientist, Assortment Planning",Literati,United States,$150K - $200K (Employer est.),3.7,"This is a full-stack data science position where you'll own problems from ideation through production and validation, building solutions that drive measurable…&hellip;
Skills: Machine learning, Data science"
133,Data Scientist,Waymo,"Mountain View, CA",$170K - $216K (Employer est.),3.9,"Autonomous driving presents a new paradigm in data science: in addition to leveraging data collected on-road, we generate our own data using state-of-the-art…&hellip;
Skills: R, Data analysis skills, SQL, Machine learning, Deep learning"
134,Data Scientist,Secured,"Chantilly, VA",$136K - $183K (Glassdoor est.),4.0,"The Data Scientist shall develop data and metadata policies and procedures for structural design and development to build, maintain and leverage the data model,…&hellip;
Skills: Jira, Authentication, Data modeling, Oracle, Management"
135,Data Scientist,Oculus Inc,"Arlington, WA",$86K - $97K (Employer est.),3.9,"Support clinical application team by providing education to customers and colleague’s and answering technical questions and gathering data related to product…&hellip;
Skills: Anatomy knowledge, Ophthalmology, Optics, Machine learning, Classroom experience"
136,Data Scientist & Engineer (SAP),FocusKPI Inc.,"Boston, MA",$50.00 Per Hour (Employer est.),3.3,"This person needs to develop and optimize data architectures that support business intelligence, predictive analytics, and AI/ML applications.&hellip;
Skills: Bilingual, SAP CRM, SAP HANA, Relational databases, SAP"
137,Senior Data Scientist,Wi-tronix Llc,"Bolingbrook, IL",$148K - $177K (Employer est.),3.4,"Creates models to solve unique problems using state-of-the-art AI technologies. The Senior Data Scientist designs and implements state-of-the-art deep neural…&hellip;
Skills: TensorFlow, Statistics, Computer science, Signal processing, Data structures"
138,Data Scientist,Resilinc,Remote,-1,3.9,"This role demands a blend of technical expertise and innovative thinking to leverage data effectively for strategic decision-making.&hellip;
Skills: Data structures, Spark, Databases, SQL, OOP"
139,(USA) Data Scientist III,Walmart,"Bentonville, AR",$90K - $180K (Employer est.),3.4,"Option 1: Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 2 years' experience…&hellip;
Skills: Web accessibility, TensorFlow, Data modeling, Azure, Big data"
140,"Data Scientist -CV Data Science- On site in Rochester, MN",Mayo Clinic,"Rochester, MN",$165K - $248K (Employer est.),3.9,"PhD degree in domain-relevant sciences (mathematics, computer science, statistics, physics, data science, engineering, health science or other domain-relevant…&hellip;
Skills: Data modeling, Data mining, Customer service, Analysis skills, Machine learning"
141,Senior Data Scientist,The Brite Group,"Herndon, VA",$120K - $130K (Employer est.),4.2,"Ability to undertake data science exploration projects/use cases independently and present/demo the analysis and conclusion to the internal and external user…&hellip;
Skills: TensorFlow, Power BI, Data mining, Big data, R"
